Ti­tulo,Tipo de Propiedad,Zona,Numero de Areas,Dormitorios,Numero de Banos,Superficie Total,Superficie Construida,Precio,Expensas,Fecha de Publicacion
"Venta Departamento De 3 Ambientes Con Balcon Y Sector Verde En Belgrano, En Construccion",Departamento,Belgrano,3,2,1,77,71,"$243,705","$90,000",26/11/2024
Venta Departamento 3 Ambientes Con Balcón Aterrazado En Belgrano R Torres En Construcción,Departamento,Belgrano,3,2,2,124,109,"$406,865","$90,000",01/10/2024
Monoambiente - Belgrano,Departamento,Belgrano,1,1,1,31,31,"$97,000","$91,523",22/11/2024
venta depto 2 ambientes Belgrano,Departamento,Belgrano,2,1,1,30,30,"$65,000","$98,776",23/11/2024
Venta Belgrano 3 amb c/depcias Coch Pal Priv 2 entradas Cfte a pulmón abierto 2 balc Coch Impec estado. T/84m2 - R E S E R V A D O,Departamento,Belgrano,3,2,1,84,73,"$169,000","$100,000",22/10/2024
Departamento 3 Ambientes Venta - Belgrano,Departamento,Belgrano,3,2,1,75,50,"$160,000","$105,000",10/11/2024
Departamento en venta en Forest esquina Los incas,Departamento,Belgrano,3,2,1,80,63,"$179,000","$120,000",16/10/2024
"Venta Departamento De 3 Ambientes, Balcon Corrido En Belgrano, En Construccion",Departamento,Belgrano,3,2,2,88,80,"$276,045","$120,000",26/11/2024
OPPEL | Departamento en Venta | BELGRANO Capital Federal |,Departamento,Belgrano,4,2,2,85,80,"$185,000","$124,000",27/09/2024
Venta Belgrano 4 ambientes Apto Profesional,Departamento,Belgrano,4,3,2,70,67,"$160,000","$130,000",24/11/2024
"Venta Departamento De 2 Ambientes En Belgrano, En Construccion",Departamento,Belgrano,2,1,1,63,60,"$194,040","$140,000",26/11/2024
venta departamento 2 ambientes Belgrano,Departamento,Belgrano,2,1,1,42,40,"$115,000","$150,000",31/10/2024
Belgrano Venta 4 ambientes con cochera y baulera,Departamento,Belgrano,4,3,3,109,99,"$320,000","$162,000",23/11/2024
Torres Roccatagliata En Construcción - Venta Departamento De 4 Ambientes En Belgrano R,Departamento,Belgrano,4,3,2,124,109,"$406,865","$162,000",01/10/2024
Departamento - A Estrenar,Departamento,Belgrano,2,1,1,38,34,"$114,900","$170,000",04/10/2024
"Dúplex 3 ambientes todo externo Belgrano bien Residencial vista panorámica , frente a la Embajada de Noruega",Departamento,Belgrano,3,2,1,141,114,"$309,000","$170,000",12/11/2024
OPPEL | Casa en Venta | BELGRANO Capital Federal | Cod: 33,Casa,Belgrano,5,3,3,217,166,"$490,000","$170,000",11/10/2024
2 Dormitorios Con Balcon Con Vista Abierta Super Luz,Departamento,Belgrano,3,2,1,79,76,"$159,000","$185,000",23/10/2024
Departamento dos ambientes en venta en Belgrano,Departamento,Belgrano,2,1,1,86,41,"$140,000","$218,000",23/10/2024
"Departamento 3 Ambientes con Dependencia, al Frente",Departamento,Belgrano,4,2,2,81,75,"$160,000","$230,000",29/10/2024
Venta 2 Amb Patio c/Parrilla - SUM Terraza Pileta - Belgrano,Departamento,Belgrano,2,1,1,85,40,"$140,000","$250,000",26/11/2024
OPPEL | Departamento en Venta | BELGRANO Capital Federal |,Departamento,Belgrano,4,2,2,64,64,"$135,000","$260,000",13/11/2024
Semipiso 4 ambientes con balcón y dependencia - Luminoso - Apto crédito - Palermo,Departamento,Belgrano,4,3,2,117,114,"$230,000","$340,000",30/09/2024
Venta Excelente Departamento 3 Ambientes Con Balcón En Belgrano Apto Credito Hipotecario,Departamento,Belgrano,3,2,1,65,61,"$189,000","$400,000",07/11/2024
OPPEL | Departamento en Venta | BELGRANO Capital Federal |,Departamento,Belgrano,4,2,3,127,113,"$235,000","$434,020",06/11/2024
OPPEL | Departamento en Venta | BELGRANO Capital Federal |,Departamento,Belgrano,5,3,4,176,133,"$395,000","$480,000",14/10/2024
Departamento En Venta - 2 Ambientes Belgrano,Departamento,Belgrano,2,1,1,37,37,"$65,000",$0,06/11/2024
Departamento En Belgrano,Departamento,Belgrano,3,2,1,50,0,"$79,500",$0,14/10/2024
Departamento Venta Belgrano Ohiggins 1841 2 Ambientes Muy Luminoso,Departamento,Belgrano,2,1,1,33,33,"$80,000",$0,31/10/2024
Departamento 2 Ambientes,Departamento,Belgrano,2,1,1,34,34,"$80,000",$0,06/11/2024
Excel 2 Amb Mts Cabildo /metrobus Impecable Y Luminoso Apto Crédito Hipotecario,Departamento,Belgrano,2,1,1,38,38,"$80,000",$0,21/11/2024
Belgrano Lindo Dos Ambientes A Media Cuadra De Av. Cabildo,Departamento,Belgrano,2,1,1,31,29,"$83,000",$0,12/11/2024
"Departamento De 2 Amb., Frente C/balcón,congreso Al 2200",Departamento,Belgrano,2,1,1,45,42,"$85,000",$0,22/11/2024
Belgrano: 3 Amb. 1er. Piso Por Escalera B. Encalada Y OÂ´higgins,Departamento,Belgrano,3,2,1,46,46,"$87,000",$0,09/11/2024
Departamento En Belgrano,Departamento,Belgrano,2,1,1,46,41,"$88,000",$0,19/11/2024
"Ciudad De La Paz 2100, Belgrano - Monoambiente Muy Luminoso En Muy Buena Zona Y Vista Abierta",Departamento,Belgrano,1,1,1,32,30,"$90,000",$0,13/11/2024
Departamento 2 Ambientes Venta Belgrano,Departamento,Belgrano,2,1,1,31,31,"$90,000",$0,12/11/2024
dos ambeintes con balcon y baulera,Departamento,Belgrano,2,1,1,35,32,"$94,000",$0,17/10/2024
Departamento De 2 Ambientes En Venta En Belgrano,Departamento,Belgrano,2,1,1,50,45,"$95,000",$0,14/11/2024
Monoambiente Amplio A Estrenar Belgrano 6b,Departamento,Belgrano,1,1,1,34,30,"$96,000",$0,13/11/2024
Un Ambiente Estrenar Belgrano (7b),Departamento,Belgrano,1,1,1,34,30,"$97,000",$0,13/11/2024
Venta 2 Amb Lateral Luminoso con Cochera en Belgrano,Departamento,Belgrano,2,1,1,34,34,"$98,000",$0,14/11/2024
2 Ambientes Puro Sol,Departamento,Belgrano,2,1,1,45,40,"$99,000",$0,23/11/2024
"2 Ambientes Con Patio ,duplex,lavadero, Apto Credito",Departamento,Belgrano,2,1,1,63,53,"$99,900",$0,06/11/2024
2/3 Ambientes En Inmejorable Zona De Belgrano!,Departamento,Belgrano,2,1,1,70,39,"$100,000",$0,30/10/2024
Departamento Monoambiente Venta en Belgrano,Departamento,Belgrano,1,1,1,40,35,"$102,368",$0,13/11/2024
Espectacular 3 Ambientes Con Patio En Venta - Apto Profesional - Belgrano,Departamento,Belgrano,3,2,1,52,45,"$105,000",$0,30/09/2024
Espectacular 3 Ambientes Con Patio En Venta - Apto Profesional - Belgrano,Departamento,Belgrano,3,2,1,52,45,"$105,000",$0,30/09/2024
Departamento En Belgrano,Departamento,Belgrano,3,2,1,54,46,"$110,000",$0,06/11/2024
Excel S/piso Fte 2 Amb C/bcon Tza 52 Mts C/doble Entr Coc Cdor Lav Apto Crédito,Departamento,Belgrano,2,1,1,52,35,"$115,000",$0,11/10/2024
Departamento De 2 Ambientes En Venta En Belgrano,Departamento,Belgrano,2,1,1,48,38,"$115,000",$0,29/10/2024
Venta: 2 Ambientes Â· Súper Luminoso! Bajas Expensas!,Departamento,Belgrano,2,1,1,40,40,"$115,000",$0,04/11/2024
venta departamento 2 ambientes Belgrano,Departamento,Belgrano,2,1,1,42,40,"$115,000",$0,05/11/2024
"Increible 2 Ambientes En Piso Alto, Vista Panorámica-belgrano. En Venta!",Departamento,Belgrano,2,1,1,57,54,"$118,000",$0,18/10/2024
Departamento 3 Ambientes,Departamento,Belgrano,3,2,1,55,55,"$118,000",$0,06/11/2024
tres ambientes contra frente vista abierta,Departamento,Belgrano,3,2,1,44,44,"$119,000",$0,01/11/2024
Departamento En Pleno Corazón De Palermo,Departamento,Belgrano,2,1,1,57,57,"$119,000",$0,21/10/2024
Departamento En Venta 2 Ambientes Belgrano,Departamento,Belgrano,2,1,1,42,40,"$120,000",$0,30/10/2024
Departamento En Belgrano,Departamento,Belgrano,2,1,1,40,40,"$125,000",$0,26/11/2024
Departamento En Belgrano 2 Amb Balcon Pileta En Construccion,Departamento,Belgrano,2,1,1,46,38,"$129,108",$0,06/11/2024
VENTA Monoambiente en Belgrano c/ Balcon terraza,Departamento,Belgrano,1,1,1,50,40,"$130,000",$0,21/11/2024
3 Ambientes Reciclado Y Super Luminoso! Excelente Estado!,Departamento,Belgrano,3,2,1,48,47,"$130,000",$0,24/09/2024
Departamento En Belgrano 2 Amb Balcon Pileta En Construccion,Departamento,Belgrano,2,1,1,46,38,"$132,796",$0,06/11/2024
Arcos Y Echeverrí­a - Departamento 1 Amb. C/ Balcón Y Amenities - Belgrano,Departamento,Belgrano,1,1,1,44,37,"$135,000",$0,01/11/2024
Venta departamento 3 ambientes Belgrano,Departamento,Belgrano,3,2,1,50,50,"$135,000",$0,07/11/2024
Departamento En Belgrano,Departamento,Belgrano,2,1,1,60,47,"$139,000",$0,21/11/2024
Departamento 2 Amb | A Estrenar | Venta | Belgrano,Departamento,Belgrano,2,1,1,52,48,"$139,000",$0,22/11/2024
Departamento Dos Ambientes En Belgrano,Departamento,Belgrano,2,1,1,49,49,"$139,000",$0,08/11/2024
2 Ambientes Al Frente Con Parrilla Propia,Departamento,Belgrano,2,1,1,49,43,"$139,500",$0,04/10/2024
Departamento En Venta En Belgrano Excelentes Detalles,Departamento,Belgrano,2,1,1,41,34,"$139,900",$0,12/11/2024
Departamento En Venta En Belgrano -apto Alquiler Temporario,Departamento,Belgrano,2,1,1,41,34,"$139,900",$0,04/10/2024
Departamento En Venta En Belgrano -apto Alquiler Temporario,Departamento,Belgrano,2,1,1,41,34,"$139,900",$0,04/10/2024
Departamento En Venta Soldado De La Independencia 1200 1,Departamento,Belgrano,3,2,1,64,61,"$139,900",$0,14/11/2024
A Estrenar - Belgrano - Departamento C/ Balcón Y Amenities,Departamento,Belgrano,1,1,1,44,39,"$140,000",$0,01/11/2024
Departamento En Belgrano C,Departamento,Belgrano,2,1,1,43,43,"$140,000",$0,07/10/2024
Departamento En Belgrano C,Departamento,Belgrano,2,1,1,43,43,"$140,000",$0,07/10/2024
"Departamento En Venta En Belgrano, Capital Federal, Buenos Aires",Departamento,Belgrano,3,2,1,46,46,"$140,000",$0,26/11/2024
"2 Ambientes Al Frente Con Parrilla , Apto Airbnb Y Uso Profesional",Departamento,Belgrano,2,1,1,49,43,"$142,100",$0,06/11/2024
Departamento - Belgrano R - Posesion Inmediata,Departamento,Belgrano,2,1,1,51,45,"$147,900",$0,04/10/2024
Departamento En Belgrano,Departamento,Belgrano,2,1,1,53,49,"$148,000",$0,21/10/2024
Departamento En Colegiales,Departamento,Belgrano,3,2,1,73,67,"$148,000",$0,04/11/2024
"DEPARTAMENTO 3 DORMITORIOS - BELGRANO, CAPITAL FEDERAL",Departamento,Belgrano,4,3,2,102,0,"$150,000",$0,21/11/2024
Hermoso Departamento 4 Ambientes Con Balcon En Belgrano!!,Departamento,Belgrano,4,3,1,71,63,"$152,000",$0,08/10/2024
Departamento En Belgrano 2 Amb Balcon Pileta En Construccion,Departamento,Belgrano,2,1,1,46,38,"$152,163",$0,06/11/2024
Departamento En Belgrano 2 Amb Balcon Pileta En Construccion,Departamento,Belgrano,2,1,1,46,38,"$152,163",$0,06/11/2024
Departamento En Belgrano,Departamento,Belgrano,2,1,1,49,49,"$154,000",$0,07/10/2024
Departamento En Belgrano,Departamento,Belgrano,2,1,1,49,49,"$154,000",$0,07/10/2024
Dos Ambientes A Estrenar Belgrano (7a),Departamento,Belgrano,2,1,1,55,45,"$155,000",$0,13/11/2024
Departamento En Belgrano,Departamento,Belgrano,3,2,1,111,111,"$155,000",$0,23/10/2024
Departamento En Belgrano 2 Amb Balcon Pileta En Construccion,Departamento,Belgrano,2,1,1,46,38,"$156,724",$0,06/11/2024
Departamento En Belgrano 2 Amb Balcon Pileta En Construccion,Departamento,Belgrano,2,1,1,46,38,"$156,724",$0,06/11/2024
A Estrenar - Semipiso Departamento Con Balcón Y Amenities,Departamento,Belgrano,1,1,1,45,38,"$158,000",$0,01/11/2024
OPPEL | Departamento en Venta | BELGRANO Capital Federal |,Departamento,Belgrano,2,1,1,54,44,"$159,000",$0,18/10/2024
Departamento A Estrenar En Belgrano,Departamento,Belgrano,2,1,1,49,44,"$159,900",$0,04/10/2024
Departamento A Estrenar En Belgrano,Departamento,Belgrano,2,1,1,49,44,"$159,900",$0,04/10/2024
Blue Cramer Â· 2 Ambientes Con 2 Balcones Â· Entrega Dic 2024,Departamento,Belgrano,2,1,1,58,40,"$160,000",$0,23/10/2024
Departamento En Venta - Belgrano,Departamento,Belgrano,2,1,1,53,45,"$160,000",$0,30/10/2024
Departamento En Venta En Belgrano Con Terraza Amoblado,Departamento,Belgrano,2,1,1,49,42,"$164,900",$0,04/10/2024
2 Ambientes A Estrenar!! Belgrano R,Departamento,Belgrano,2,1,1,54,43,"$165,000",$0,12/11/2024
Departamento En Venta. Virrey Loreto 2400,Departamento,Belgrano,3,2,1,60,60,"$165,000",$0,14/11/2024
Departamento - Belgrano,Departamento,Belgrano,2,1,1,67,55,"$167,000",$0,22/10/2024
Departamento En Belgrano 2 Amb Balcon Pileta En Construccion,Departamento,Belgrano,2,1,1,51,43,"$168,300",$0,06/11/2024
Departamento - Venta - Capital Federal,Departamento,Belgrano,2,1,2,51,43,"$169,000",$0,20/10/2024
OPPEL | Departamento en Venta | BELGRANO Capital Federal |,Departamento,Belgrano,4,2,2,68,68,"$170,000",$0,12/11/2024
Monroe 2470 - 2 Ambientes - Apto Credito - Apto Profesional - Belgrano,Departamento,Belgrano,2,1,1,40,37,"$174,000",$0,19/11/2024
"DEPARTAMENTO 3 AMBIENTES - BELGRANO, CAPITAL FEDERAL",Departamento,Belgrano,3,2,1,74,66,"$179,000",$0,14/10/2024
"VENTA 2 AMBIENTES A ESTRENAR 7mo piso, BELGRANO",Departamento,Belgrano,2,1,1,53,47,"$180,000",$0,17/10/2024
Live Belgrano Teodoro Garcí­a Y Moldes,Departamento,Belgrano,2,1,1,58,47,"$180,000",$0,08/11/2024
"Dpto 2 Amb, Piso 3° B, 58,17 M2 Totales, C/balcón Al Cfte, Edificio Boutique, Belgrano",Departamento,Belgrano,2,1,1,58,47,"$180,000",$0,16/10/2024
Departamento - Belgrano,Departamento,Belgrano,2,1,1,58,47,"$180,000",$0,27/09/2024
A Estrenar - Departamento 2 Amb. C/ Balcón Y Amenities,Departamento,Belgrano,2,1,1,58,48,"$180,000",$0,01/11/2024
Departamento 3 Ambientes Con Balcón - Belgrano,Departamento,Belgrano,3,2,1,70,63,"$180,000",$0,06/11/2024
"Departamento En Venta En Belgrano, Capital Federal, Buenos Aires",Departamento,Belgrano,3,2,1,67,67,"$180,000",$0,26/11/2024
"Dpto 4 Amb, Piso 2°, 69 M2 Total, Al Cfte C/vista Al Jardí­n, Belgrano",Departamento,Belgrano,4,3,1,70,70,"$180,000",$0,08/10/2024
"Amplio 3 Amb Con Balcon Y Dependencia, Frente, Luminoso Apto Credito",Departamento,Belgrano,4,2,2,105,100,"$180,000",$0,08/11/2024
"Amplio 3 Amb Con Balcon Y Dependencia, Frente, Luminoso Apto Credito",Departamento,Belgrano,4,2,2,105,100,"$180,000",$0,29/10/2024
"Departamento En Venta Ubicado En Belgrano, 2 Dormitorios",Departamento,Belgrano,3,2,1,65,65,"$185,000",$0,08/11/2024
Impecable 2 Ambientes En Belgrano!,Departamento,Belgrano,2,1,2,62,56,"$189,000",$0,06/11/2024
"Venta Departamento De 2 Ambientes En Belgrano, En Construccion",Departamento,Belgrano,2,1,1,63,60,"$190,575",$0,26/11/2024
Departamento En Belgrano,Departamento,Belgrano,3,2,1,79,67,"$191,000",$0,21/11/2024
venta depto 3 amb + dep Belgrano,Departamento,Belgrano,3,2,2,86,75,"$193,000",$0,26/09/2024
"Venta Departamento De 2 Ambientes En Belgrano, En Construccion",Departamento,Belgrano,2,1,1,63,60,"$197,505",$0,26/11/2024
Departamento - Venta - Capital Federal,Departamento,Belgrano,3,2,1,95,80,"$198,000",$0,08/11/2024
Departamento De 2 Ambientes A Estrenar Con Balcon Terraza Y 2 Baños,Departamento,Belgrano,2,1,1,61,44,"$199,900",$0,04/10/2024
Vista Abierta Todo Sol En Belgrano - Tambien Apto Profesional,Departamento,Belgrano,2,1,1,65,49,"$199,900",$0,04/10/2024
Ambientes Tres A Estrenar - Belgrano 2 C,Departamento,Belgrano,3,2,2,75,69,"$200,000",$0,13/11/2024
"Departamento Semipiso En Venta En Belgrano, Capital Federal, Buenos Aires",Departamento,Belgrano,4,3,2,75,73,"$200,000",$0,26/11/2024
Av. Olazábal Y Amenábar - Luminoso Departamento De 3 Amb. C/ Escritorio En Belgrano,Departamento,Belgrano,3,2,2,93,84,"$200,000",$0,01/11/2024
"Venta Departamento De 2 Ambientes En Belgrano, En Construccion",Departamento,Belgrano,2,1,1,63,60,"$204,435",$0,26/11/2024
"A Estrenar, Apto Crédito - Venta Departamento De 2 Ambientes En Torre Premium En Belgrano",Departamento,Belgrano,2,1,1,51,45,"$205,000",$0,04/10/2024
Venta 3 Amb - Belgrano,Departamento,Belgrano,3,1,1,122,116,"$210,000",$0,20/11/2024
"Departamento Semipiso En Venta En Belgrano, Capital Federal, Buenos Aires",Departamento,Belgrano,4,3,2,84,72,"$219,000",$0,26/11/2024
OPPEL | Departamento en Venta | BELGRANO Capital Federal |,Departamento,Belgrano,3,2,1,60,60,"$220,000",$0,17/10/2024
Tres Ambientes - Belgrano 6c,Departamento,Belgrano,3,2,2,75,69,"$220,000",$0,13/11/2024
"Departamento En Venta En Belgrano, Capital Federal, Buenos Aires",Departamento,Belgrano,4,3,3,109,104,"$220,000",$0,08/11/2024
"RETASADO! VENTA DEPTO 3 AMB FULL AMENITIES, BELGRANO/NUí‘EZ",Departamento,Belgrano,3,2,2,66,60,"$225,000",$0,12/11/2024
Departamento Tres Ambientes A Estrenar (7c),Departamento,Belgrano,3,2,2,75,69,"$225,000",$0,13/11/2024
Blue Cramer Â· Hermoso 2 Ambientes Gran Balcón En L Â· Entrega Dic 2024,Departamento,Belgrano,2,1,2,103,52,"$230,000",$0,23/10/2024
Departamento - Belgrano,Departamento,Belgrano,3,2,1,80,80,"$230,000",$0,07/11/2024
Hermoso Departamento Reciclado En Belgrano - Super Luminoso Y Amplio - Balcon Corrido,Departamento,Belgrano,4,3,1,117,107,"$230,000",$0,19/11/2024
Semipiso 4 ambientes con balcón y dependencia - Luminoso - Apto crédito - Belgrano,Departamento,Belgrano,4,3,2,117,114,"$230,000",$0,30/09/2024
Semipiso 4 ambientes con balcón y dependencia - Luminoso - Apto crédito - Belgrano,Departamento,Belgrano,4,3,2,117,114,"$230,000",$0,27/09/2024
"Venta Departamento De 3 Ambientes Con Balcon Y Sector Verde En Belgrano, En Construccion",Departamento,Belgrano,3,2,1,77,68,"$234,465",$0,26/11/2024
Departamento En Barrio Chino 2 Amb,Departamento,Belgrano,2,1,1,67,57,"$235,000",$0,21/11/2024
Departamento En Barrio Chino 2 Amb,Departamento,Belgrano,2,1,1,67,57,"$235,000",$0,21/11/2024
Departamento En Belgrano,Departamento,Belgrano,4,3,1,157,96,"$235,000",$0,01/10/2024
Departamento En Venta De 5 Ambientes En Belgrano. Orientación Norte. Luminoso,Departamento,Belgrano,5,4,1,100,92,"$236,500",$0,25/10/2024
Venta Departamento 3 Ambientes Federico Lacroze 1700 - Belgrano,Departamento,Belgrano,3,2,2,75,65,"$239,000",$0,17/11/2024
Venta Departamento 3 Ambientes Federico Lacroze 1700 - Belgrano,Departamento,Belgrano,3,2,2,75,65,"$239,000",$0,02/10/2024
Exc S/piso 3 Amb C/2 Bcones Gr Vta Panor Coc Cdor Lav Piscina Parr,Departamento,Belgrano,3,2,2,76,70,"$239,000",$0,23/10/2024
"Venta Departamento De 3 Ambientes Con Balcon Y Sector Verde En Belgrano, En Construccion",Departamento,Belgrano,3,2,1,77,71,"$239,085",$0,26/11/2024
Departamento Estrenar 3 Ambientes,Departamento,Belgrano,3,2,1,78,78,"$247,000",$0,25/10/2024
"Venta Departamento De 3 Ambientes Con Balcon Y Sector Verde En Belgrano, En Construccion",Departamento,Belgrano,3,2,1,77,71,"$248,325",$0,26/11/2024
Belgrano Piso Alto Espectacular 4 Ambientes Luz Y Sol,Departamento,Belgrano,4,3,1,105,95,"$249,000",$0,23/11/2024
Blue Cramer Â· 3 Ambientes Con Gran Balcón Aterrazado En L! Entrega Dic 2024,Departamento,Belgrano,3,2,1,105,60,"$250,000",$0,23/10/2024
Excelente 5 ambientes con dependencia,Departamento,Belgrano,4,3,3,126,115,"$260,000",$0,17/10/2024
Excelente 5 ambientes con dependencia,Departamento,Belgrano,5,4,3,126,115,"$260,000",$0,17/10/2024
"Venta Departamento De 3 Ambientes, Balcon Corrido En Belgrano, En Construccion",Departamento,Belgrano,3,2,2,88,80,"$266,805",$0,26/11/2024
Departamento A Estrenar En Belgrano,Departamento,Belgrano,3,2,1,82,73,"$269,900",$0,04/10/2024
"Venta Departamento De 3 Ambientes, Balcon Corrido En Belgrano, En Construccion",Departamento,Belgrano,3,2,2,88,80,"$271,425",$0,26/11/2024
Departamento A Estrenar En Belgrano - Apto Profesional,Departamento,Belgrano,3,2,1,82,73,"$279,900",$0,04/10/2024
Departamento A Estrenar,Departamento,Belgrano,3,2,1,82,73,"$279,900",$0,04/10/2024
Torres Evoque Belgrano - Departamento 3 Ambientes Venta Belgrano - Full Amenities,Departamento,Belgrano,3,2,2,70,62,"$280,000",$0,21/11/2024
Tres Ambiente Amplio - Belgrano A Estrenar (8a),Departamento,Belgrano,3,2,2,75,69,"$280,000",$0,13/11/2024
Departamento De 3 Ambientes En Venta En Belgrano,Departamento,Belgrano,3,2,2,121,64,"$289,060",$0,23/11/2024
Hermoso 3 Ambientes Piso Alto!!! A Estrenar My Residence!!,Departamento,Belgrano,3,2,1,82,70,"$295,000",$0,23/11/2024
OPPEL | Departamento en Venta | BELGRANO Capital Federal |,Departamento,Belgrano,5,3,4,157,157,"$295,000",$0,05/11/2024
OPPEL | Departamento en Venta | BELGRANO Capital Federal |,Departamento,Belgrano,5,3,3,129,120,"$310,000",$0,05/11/2024
Departamento A Estrenar En Belgrano Con Balcon Terraza,Departamento,Belgrano,3,2,1,106,66,"$317,000",$0,04/10/2024
Belgrano: Semipiso 4 Amb. C/dep. Y Baulera Virrey Loreto 2400,Departamento,Belgrano,4,3,2,113,113,"$320,000",$0,07/11/2024
OPPEL | Departamento en Venta | BELGRANO Capital Federal |,Departamento,Belgrano,5,3,3,122,122,"$355,000",$0,10/10/2024
"Dpto 3 Amb A Estrenar, Piso 8° A, Al Fte, C/terraza, 116,34 M2 Total, Belgrano",Departamento,Belgrano,3,2,1,116,76,"$360,000",$0,08/10/2024
Departamento En Venta,Departamento,Belgrano,3,2,1,107,76,"$390,000",$0,15/10/2024
Edificio Boutique Live Belgrano Arcos 3 Ambientes Con Terraza En Venta,Departamento,Belgrano,3,2,2,107,76,"$390,000",$0,23/10/2024
"Dpto 3 Amb A Estrenar, Piso 8° A, Al Fte, C/terraza, 116,34 M2 Total, Belgrano",Departamento,Belgrano,3,2,1,116,76,"$390,000",$0,16/10/2024
"Dpto 3 Amb A Estrenar, Piso 8° A, Al Fte, C/terraza, 116,34 M2 Total, Belgrano",Departamento,Belgrano,3,2,1,116,76,"$390,000",$0,16/10/2024
"Dpto 3 Amb A Estrenar, Piso 8° A, Al Fte, C/terraza, 116,34 M2 Total, Belgrano",Departamento,Belgrano,3,2,1,116,76,"$390,000",$0,08/10/2024
Live Belgrano Arcos 3 Ambientes,Departamento,Belgrano,3,2,2,116,76,"$390,000",$0,13/11/2024
A Estrenar - Arcos Y Echeverrí­a - Piso Alto 3 Amb C/ Terraza Y Amenities - Belgrano,Departamento,Belgrano,3,2,2,116,77,"$390,000",$0,01/11/2024
"Departamento 2 Ambientes Triplex 11 Septiembre, Belgrano",Departamento,Belgrano,2,1,1,100,100,"$395,000",$0,06/11/2024
Departamento En Belgrano,Departamento,Belgrano,3,2,2,111,94,"$415,000",$0,25/09/2024
